Contig	GS	EFP	BM	GN	EK	EHH
EK2_k141_1765946	0	1	0	0	1	0
EK2_k141_176603	0	0	0	0	1	0
EK2_k141_1766597	0	0	0	0	1	0
EK2_k141_1767009	0	0	0	0	1	0
EK2_k141_1767629	0	0	0	0	1	0
EK2_k141_1767796	0	0	0	0	1	0
EK2_k141_1768829	0	0	0	0	1	0
EK2_k141_1769356	0	0	0	0	1	0
EK2_k141_1769866	0	0	0	0	1	1
EK2_k141_1770217	0	0	0	0	1	0
EK2_k141_1770277	0	0	0	0	1	0
EK2_k141_1770856	0	0	0	0	1	0
EK2_k141_1771140	0	0	0	0	1	0
EK2_k141_1771175	0	0	0	0	1	0
EK2_k141_1772278	0	0	0	0	1	0
EK2_k141_1772427	0	0	0	0	1	0
EK2_k141_1772960	0	1	0	0	1	1
EK2_k141_1773	0	0	0	0	1	0
EK2_k141_1773619	0	0	0	0	1	0
EK2_k141_1773999	0	0	0	0	1	0
EK2_k141_1774176	0	0	0	0	1	0
EK2_k141_1774469	0	1	0	0	1	0
EK2_k141_1774504	0	0	0	0	1	0
EK2_k141_1774762	0	0	0	0	1	0
EK2_k141_1774950	0	0	0	0	1	0
EK2_k141_1775103	0	0	0	0	1	0
EK2_k141_1775353	0	0	0	0	1	0
EK2_k141_1775426	0	0	0	0	1	0
EK2_k141_1777041	0	0	0	0	1	0
EK2_k141_1777528	0	0	0	0	1	0
EK2_k141_1778269	0	1	0	0	1	1
EK2_k141_1778456	0	0	0	0	1	0
EK2_k141_1778726	0	0	0	0	1	0
EK2_k141_1778958	0	0	0	0	1	0
EK2_k141_1779198	0	0	0	0	1	0
EK2_k141_1779280	0	0	0	0	1	0
EK2_k141_1779448	0	0	0	0	1	0
EK2_k141_1779464	0	0	0	0	1	1
EK2_k141_1779480	0	0	0	0	0	0
EK2_k141_1779507	0	0	0	0	1	0
EK2_k141_1780210	0	0	0	0	1	0
EK2_k141_1780515	0	0	0	0	0	0
EK2_k141_1780938	0	0	0	0	1	0
EK2_k141_1781528	0	1	0	0	1	1
EK2_k141_178310	0	1	0	0	1	1
EK2_k141_1785345	0	0	0	0	1	0
EK2_k141_17869	0	0	0	0	1	0
EK2_k141_1787169	0	0	0	0	1	0
EK2_k141_1787316	0	0	0	0	1	0
EK2_k141_1788226	0	0	0	0	1	0
EK2_k141_1790363	0	0	0	0	1	0
EK2_k141_1791552	0	0	0	0	1	0
EK2_k141_179157	0	0	0	0	0	0
EK2_k141_17916	0	0	0	0	1	0
EK2_k141_1791833	0	0	0	0	1	0
EK2_k141_1791928	0	0	0	0	1	0
EK2_k141_1791967	0	0	0	0	1	0
EK2_k141_1792013	0	0	0	0	1	0
EK2_k141_179257	0	1	0	0	1	1
EK2_k141_1792902	0	0	0	0	1	0
EK2_k141_1793143	0	0	0	0	1	0
EK2_k141_1793320	0	0	0	0	1	0
EK2_k141_1794195	0	1	0	0	1	0
EK2_k141_179474	0	0	0	0	0	0
EK2_k141_1794753	0	0	0	0	1	0
EK2_k141_1795296	0	0	0	0	1	0
EK2_k141_1796013	0	0	0	0	1	0
EK2_k141_1796238	0	0	0	0	1	0
EK2_k141_1796771	0	0	0	0	1	0
EK2_k141_1796833	0	0	0	0	1	0
EK2_k141_1798515	0	0	0	0	1	0
EK2_k141_1798812	0	0	0	0	1	0
EK2_k141_1799122	0	0	0	0	1	0
EK2_k141_1799739	0	0	0	0	1	0
EK2_k141_1800116	0	0	0	0	1	0
EK2_k141_1800259	0	0	0	0	1	0
EK2_k141_1800431	0	0	0	0	1	0
EK2_k141_1800459	0	0	0	0	1	0
EK2_k141_1801639	0	0	0	0	1	0
EK2_k141_1802465	0	0	0	0	1	0
EK2_k141_1802764	0	1	0	0	1	0
EK2_k141_1802814	0	0	0	0	1	0
EK2_k141_1803033	0	0	0	0	1	0
EK2_k141_180319	0	0	0	0	1	0
EK2_k141_1803681	0	1	0	0	1	1
EK2_k141_1803850	0	0	0	0	1	0
EK2_k141_1804140	0	0	0	0	1	0
EK2_k141_1804208	0	0	0	0	1	0
EK2_k141_1804689	0	0	0	0	1	0
EK2_k141_1804781	0	0	0	0	1	0
EK2_k141_1805467	0	0	0	0	1	0
EK2_k141_1805524	0	0	0	0	1	0
EK2_k141_1806321	0	0	0	0	1	0
EK2_k141_1806715	0	0	0	0	1	0
EK2_k141_1807095	0	1	0	0	1	0
EK2_k141_1807386	0	0	0	0	1	0
EK2_k141_180808	0	0	0	0	1	1
EK2_k141_1808376	0	0	0	0	1	0
EK2_k141_1808734	0	0	0	0	1	0
EK2_k141_1809637	0	0	0	0	1	0
EK2_k141_1810113	0	0	0	0	1	0
EK2_k141_1810418	0	1	0	0	1	1
EK2_k141_1810557	0	0	0	0	1	0
EK2_k141_1811163	0	0	0	0	1	0
EK2_k141_1811246	0	1	0	0	1	0
EK2_k141_1811527	0	0	0	0	1	0
EK2_k141_1811666	0	0	0	0	1	0
EK2_k141_1811862	0	0	0	0	1	0
EK2_k141_1811928	0	0	0	0	1	0
EK2_k141_1812220	0	0	0	0	1	0
EK2_k141_1812364	0	0	0	0	1	0
EK2_k141_1812676	0	1	0	0	1	0
EK2_k141_1815205	0	0	0	0	1	0
EK2_k141_1815352	0	0	0	0	1	0
EK2_k141_1815908	0	0	0	0	1	0
EK2_k141_1815972	0	0	0	0	1	0
EK2_k141_1816122	0	0	0	0	1	0
EK2_k141_1817254	0	0	0	0	1	1
EK2_k141_181743	0	0	0	0	1	0
EK2_k141_1817488	0	0	0	0	1	0
EK2_k141_1817621	0	0	0	0	1	0
EK2_k141_1818377	0	0	0	0	1	0
EK2_k141_1818783	0	0	0	0	1	0
EK2_k141_1818891	0	0	0	0	1	0
EK2_k141_1820017	0	0	0	0	1	0
EK2_k141_1820188	0	0	0	0	1	0
EK2_k141_1820489	0	0	0	0	1	0
EK2_k141_1820548	0	0	0	0	1	0
EK2_k141_1820839	0	0	0	0	1	0
EK2_k141_1821441	0	0	0	0	1	0
EK2_k141_1821764	0	0	0	0	1	0
EK2_k141_1821814	0	0	0	0	0	0
EK2_k141_18219	0	0	0	0	1	0
EK2_k141_1822610	0	0	0	0	1	0
EK2_k141_1823494	0	0	0	0	1	0
EK2_k141_1823947	0	0	0	0	1	0
EK2_k141_1824453	0	0	0	0	1	0
EK2_k141_1824729	0	0	0	0	1	1
EK2_k141_182555	0	0	0	0	1	0
EK2_k141_1826506	0	0	0	0	1	0
EK2_k141_1827112	0	0	0	0	0	0
EK2_k141_1827210	0	0	0	0	1	0
EK2_k141_1828470	0	0	0	0	1	0
EK2_k141_1828535	0	0	0	0	1	0
EK2_k141_1829559	0	0	0	0	1	0
EK2_k141_183031	0	0	0	0	1	0
EK2_k141_1830606	0	0	0	0	1	0
EK2_k141_1830753	0	1	0	0	1	0
EK2_k141_1830875	0	0	0	0	1	1
EK2_k141_1831652	0	0	0	0	1	0
EK2_k141_1832562	0	0	0	0	1	0
EK2_k141_183465	0	0	0	0	1	0
EK2_k141_1834981	0	0	0	0	1	0
EK2_k141_1837179	0	0	0	0	1	0
EK2_k141_1837593	0	0	0	0	1	0
EK2_k141_1839010	0	0	0	0	1	0
EK2_k141_183928	0	0	0	0	1	0
EK2_k141_1839344	0	0	0	0	1	0
EK2_k141_1839495	0	0	0	0	1	0
EK2_k141_1839590	0	0	0	0	1	0
EK2_k141_1840096	0	0	0	0	1	0
EK2_k141_1840151	0	0	0	0	1	0
EK2_k141_1840532	0	0	0	0	1	0
EK2_k141_184081	0	0	0	0	1	0
EK2_k141_1841533	0	0	0	0	1	0
EK2_k141_1841691	0	0	0	0	1	0
EK2_k141_1841933	0	0	0	0	1	0
EK2_k141_1842033	0	0	0	0	1	0
EK2_k141_1842477	0	0	0	0	1	0
EK2_k141_1842784	0	0	0	0	1	0
EK2_k141_1843280	0	0	0	0	1	0
EK2_k141_1844676	0	0	0	0	1	0
EK2_k141_1845224	0	0	0	0	1	0
EK2_k141_1845670	0	0	0	0	1	0
EK2_k141_1845820	0	0	0	0	1	0
EK2_k141_1845864	0	0	0	0	1	0
EK2_k141_1846746	0	0	0	0	1	0
EK2_k141_1847041	0	0	0	0	1	0
EK2_k141_1847738	0	0	0	0	1	0
EK2_k141_1848365	0	0	0	0	1	0
EK2_k141_1848493	0	0	0	0	1	0
EK2_k141_1848566	0	0	0	0	1	0
EK2_k141_1848820	0	0	0	0	1	0
EK2_k141_1849186	0	0	0	0	1	0
EK2_k141_1849626	0	0	0	0	1	0
EK2_k141_1849705	0	0	0	0	1	0
EK2_k141_1850097	0	0	0	0	1	0
EK2_k141_185033	0	0	0	0	1	0
EK2_k141_1850576	0	0	0	0	1	0
EK2_k141_1850786	0	0	0	0	1	1
EK2_k141_1851158	0	0	0	0	1	0
EK2_k141_1851825	0	0	0	0	1	0
EK2_k141_185188	0	0	0	0	1	0
EK2_k141_185260	0	0	0	0	1	0
EK2_k141_1852735	0	0	0	0	1	0
EK2_k141_185297	0	0	0	0	1	0
EK2_k141_1853140	0	0	0	0	1	0
EK2_k141_1854299	0	0	0	0	1	1
EK2_k141_1854483	0	0	0	0	1	0
EK2_k141_1854810	0	0	0	0	1	0
EK2_k141_1854823	0	0	0	0	1	1
EK2_k141_1855273	0	0	0	0	1	0
EK2_k141_1855497	0	0	0	0	1	0
EK2_k141_1856396	0	0	0	0	1	0
EK2_k141_1857945	0	0	0	0	1	0
EK2_k141_1858001	0	0	0	0	1	0
EK2_k141_1858590	0	0	0	0	1	0
EK2_k141_1859391	0	0	0	0	1	0
EK2_k141_1859534	0	0	0	0	1	0
EK2_k141_1859931	0	0	0	0	1	0
EK2_k141_1860401	0	0	0	0	1	0
EK2_k141_1860421	0	0	0	0	1	0
EK2_k141_1860510	0	0	0	0	1	0
EK2_k141_1861017	0	0	0	0	1	0
EK2_k141_1861606	0	1	0	0	1	1
EK2_k141_1861808	0	0	0	0	1	0
EK2_k141_1861847	0	0	0	0	1	0
EK2_k141_1861944	0	0	0	0	1	0
EK2_k141_1862214	0	0	0	0	1	0
EK2_k141_1862791	0	0	0	0	1	0
EK2_k141_1863007	0	0	0	0	1	0
EK2_k141_1863358	0	0	0	0	1	0
EK2_k141_186342	0	0	0	0	1	0
EK2_k141_1863598	0	0	0	0	1	0
EK2_k141_1863777	0	0	0	0	1	0
EK2_k141_1864383	0	0	0	0	1	0
EK2_k141_1864504	0	0	0	0	1	0
EK2_k141_1865447	0	0	0	0	1	0
EK2_k141_1866235	0	0	0	0	1	0
EK2_k141_1866261	0	0	0	0	0	0
EK2_k141_1866945	0	0	0	0	1	0
EK2_k141_186778	0	0	0	0	1	0
EK2_k141_1867849	0	0	0	0	1	0
EK2_k141_1868224	0	0	0	0	1	0
EK2_k141_1868296	0	0	0	0	1	0
EK2_k141_186879	0	1	0	0	1	1
EK2_k141_1868923	0	0	0	0	1	0
EK2_k141_186919	0	0	0	0	1	0
EK2_k141_1869193	0	0	0	0	1	0
EK2_k141_1870472	0	0	0	0	1	0
EK2_k141_1870857	0	0	0	0	1	0
EK2_k141_1871400	0	0	0	0	1	0
EK2_k141_1872121	0	0	0	0	0	1
EK2_k141_1872435	0	0	0	0	1	0
EK2_k141_1874079	0	0	0	0	1	0
EK2_k141_1874792	0	0	0	0	1	0
EK2_k141_1875257	0	0	0	0	1	1
EK2_k141_1875710	0	1	0	0	1	0
EK2_k141_187599	0	0	0	0	1	0
EK2_k141_1876179	0	0	0	0	1	0
EK2_k141_1876490	0	0	0	0	1	0
EK2_k141_1876722	0	0	0	0	1	0
EK2_k141_1877760	0	0	0	0	1	0
EK2_k141_1877915	0	0	0	0	1	0
EK2_k141_1878110	0	0	0	0	1	0
EK2_k141_1878173	0	0	0	0	1	0
EK2_k141_1878742	0	0	0	0	1	0
EK2_k141_1878963	0	1	0	0	1	0
EK2_k141_1879227	0	0	0	0	1	0
EK2_k141_1880177	0	0	0	0	1	0
EK2_k141_1880771	0	0	0	0	1	0
EK2_k141_1881285	0	1	0	0	1	1
EK2_k141_1881382	0	0	0	0	1	0
EK2_k141_188146	0	1	0	0	1	0
EK2_k141_1881521	0	0	0	0	1	0
EK2_k141_1881656	0	0	0	0	1	0
EK2_k141_1881775	0	0	0	0	0	0
EK2_k141_1882996	0	0	0	0	1	0
EK2_k141_1882997	0	0	0	0	1	0
EK2_k141_1883544	0	0	0	0	0	0
EK2_k141_1884184	0	0	0	0	1	0
EK2_k141_1884415	0	0	0	0	1	0
EK2_k141_1884638	0	0	0	0	1	0
EK2_k141_1884720	0	0	0	0	1	0
EK2_k141_1884751	0	0	0	0	1	0
EK2_k141_1884881	0	0	0	0	1	0
EK2_k141_1884960	0	0	0	0	0	0
EK2_k141_1885551	0	0	0	0	1	0
EK2_k141_1885962	0	0	0	0	1	0
EK2_k141_1886843	0	0	0	0	1	0
EK2_k141_1887554	0	1	0	0	1	0
EK2_k141_1887608	0	0	0	0	1	0
EK2_k141_1887616	0	0	0	0	1	0
EK2_k141_1887789	0	0	0	0	1	0
EK2_k141_1888352	0	1	0	0	1	1
EK2_k141_188865	0	0	0	0	1	0
EK2_k141_1888738	0	0	0	0	1	0
EK2_k141_1888842	0	0	0	0	1	0
EK2_k141_1889477	0	0	0	0	1	1
EK2_k141_1889501	0	0	0	0	1	0
EK2_k141_1890554	0	1	0	0	0	0
EK2_k141_1890902	0	0	0	0	1	0
EK2_k141_1890991	0	0	0	0	1	0
EK2_k141_1891877	0	0	0	0	1	0
EK2_k141_1892105	0	0	0	0	1	0
EK2_k141_1892530	0	0	0	0	1	0
EK2_k141_1892543	0	0	0	0	1	0
EK2_k141_1892575	0	1	0	0	1	1
EK2_k141_1892733	0	0	0	0	1	0
EK2_k141_1892751	0	0	0	0	1	0
EK2_k141_1892986	0	0	0	0	1	0
EK2_k141_1894018	0	1	0	0	1	0
EK2_k141_1894639	0	0	0	0	1	0
EK2_k141_1894961	0	0	0	0	1	0
EK2_k141_1895446	0	0	0	0	1	0
EK2_k141_1896740	0	0	0	0	1	0
EK2_k141_1897394	0	0	0	0	1	0
EK2_k141_1897880	0	0	0	0	1	0
EK2_k141_1898349	0	0	0	0	1	0
EK2_k141_189853	0	0	0	0	1	0
EK2_k141_18997	0	0	0	0	1	0
EK2_k141_1899880	0	0	0	0	1	0
EK2_k141_1900666	0	0	0	0	1	0
EK2_k141_1900693	0	0	0	0	1	0
EK2_k141_1901415	0	0	0	0	0	0
EK2_k141_1901797	0	1	0	0	1	0
EK2_k141_1901836	0	0	0	0	1	0
EK2_k141_1902344	0	0	0	0	1	0
EK2_k141_1902951	0	0	0	0	1	0
EK2_k141_1903090	0	0	0	0	1	0
EK2_k141_1903216	0	0	0	0	0	0
EK2_k141_1903601	0	1	0	0	1	1
EK2_k141_190547	0	0	0	0	1	0
EK2_k141_1905967	0	1	0	0	1	0
EK2_k141_1906291	0	0	0	0	1	0
EK2_k141_1906675	0	0	0	0	1	0
EK2_k141_1906914	0	0	0	0	1	0
EK2_k141_1907870	0	1	0	0	1	0
EK2_k141_1908419	0	0	0	0	0	0
EK2_k141_1908527	0	0	0	0	1	0
EK2_k141_1908569	0	0	0	0	1	0
EK2_k141_1908703	0	0	0	0	1	0
EK2_k141_1909150	0	0	0	0	1	0
EK2_k141_1909652	0	0	0	0	1	0
EK2_k141_1910106	0	0	0	0	1	0
EK2_k141_1910121	0	0	0	0	1	0
EK2_k141_191049	0	0	0	0	1	0
EK2_k141_1911566	0	0	0	0	1	0
EK2_k141_1911570	0	0	0	0	1	0
EK2_k141_1912658	0	0	0	0	1	0
EK2_k141_1913059	0	0	0	0	1	0
EK2_k141_1913249	0	0	0	0	1	0
EK2_k141_191434	0	0	0	0	1	0
EK2_k141_1914669	0	0	0	0	1	0
EK2_k141_191621	0	0	0	0	1	0
EK2_k141_1916530	0	0	0	0	1	0
EK2_k141_1916635	0	0	0	0	1	0
EK2_k141_1917520	0	0	0	0	1	0
EK2_k141_1917803	0	1	0	0	1	0
EK2_k141_1919329	0	0	0	0	1	0
EK2_k141_1919758	0	0	0	0	1	0
EK2_k141_1920517	0	0	0	0	1	0
EK2_k141_1921364	0	0	0	0	1	0
EK2_k141_1921639	0	1	0	0	1	1
EK2_k141_1921959	0	0	0	0	1	0
EK2_k141_1922256	0	0	0	0	1	0
EK2_k141_1922465	0	0	0	0	1	0
EK2_k141_1923041	0	0	0	0	1	0
EK2_k141_192308	0	0	0	0	1	0
EK2_k141_1923155	0	0	0	0	1	0
EK2_k141_1923202	0	0	0	0	1	1
EK2_k141_1923769	0	0	0	0	1	0
EK2_k141_1924025	0	0	0	0	1	0
EK2_k141_1924043	0	0	0	0	1	0
EK2_k141_1924855	0	0	0	0	1	0
EK2_k141_1924967	0	0	0	0	1	0
EK2_k141_1925094	0	0	0	0	1	0
EK2_k141_1926030	0	0	0	0	1	0
EK2_k141_1926676	0	0	0	0	1	1
EK2_k141_1927070	0	0	0	0	1	1
EK2_k141_1927156	0	0	0	0	1	0
EK2_k141_1927553	0	0	0	0	1	0
EK2_k141_1927624	0	0	0	0	1	0
EK2_k141_1928626	0	0	0	0	1	0
EK2_k141_1928710	0	0	0	0	1	0
EK2_k141_1929052	0	0	0	0	1	0
EK2_k141_1929411	0	0	0	0	1	0
EK2_k141_1929571	0	0	0	0	1	0
EK2_k141_1930718	0	0	0	0	1	0
EK2_k141_1930805	0	0	0	0	1	0
EK2_k141_1930932	0	0	0	0	1	0
EK2_k141_1931020	0	0	0	0	1	0
EK2_k141_1933371	0	1	0	0	1	1
EK2_k141_1933404	0	0	0	0	1	0
EK2_k141_1933637	0	0	0	0	1	0
EK2_k141_1934227	0	0	0	0	1	0
EK2_k141_1935776	0	0	0	0	1	0
EK2_k141_1936212	0	0	0	0	1	0
EK2_k141_1936983	0	0	0	0	1	0
EK2_k141_1938704	0	0	0	0	1	0
EK2_k141_193914	0	0	0	0	1	0
EK2_k141_1939429	0	0	0	0	1	0
EK2_k141_1940116	0	0	0	0	1	0
EK2_k141_1940300	0	0	0	0	1	0
EK2_k141_1940786	0	0	0	0	1	0
EK2_k141_1940874	0	0	0	0	1	0
EK2_k141_1941086	0	0	0	0	1	1
EK2_k141_1942305	0	0	0	0	1	0
EK2_k141_1942674	0	0	0	0	1	0
EK2_k141_1942811	0	1	0	0	1	0
EK2_k141_1943578	0	0	0	0	1	1
EK2_k141_1944133	0	0	0	0	1	0
EK2_k141_1944833	0	0	0	0	1	0
EK2_k141_1945287	0	0	0	0	1	0
EK2_k141_1945424	0	0	0	0	1	0
EK2_k141_1947199	0	0	0	0	0	0
EK2_k141_1947588	0	1	0	0	1	1
EK2_k141_194776	0	0	0	0	1	0
EK2_k141_1947852	0	0	0	0	1	0
EK2_k141_194792	0	0	0	0	1	0
EK2_k141_1948341	0	0	0	0	1	0
EK2_k141_1948521	0	0	0	0	1	0
EK2_k141_1948561	0	0	0	0	0	0
EK2_k141_1949395	0	0	0	0	1	0
EK2_k141_1949486	0	0	0	0	1	0
EK2_k141_195	0	0	0	0	0	0
EK2_k141_1950502	0	0	0	0	1	0
EK2_k141_1950877	0	0	0	0	1	0
EK2_k141_1951904	0	0	0	0	1	0
EK2_k141_1952865	0	0	0	0	1	0
EK2_k141_1953078	0	0	0	0	1	0
EK2_k141_1953094	0	0	0	0	1	0
EK2_k141_1953342	0	1	0	0	1	0
EK2_k141_195374	0	0	0	0	1	0
EK2_k141_1954191	0	0	0	0	1	0
EK2_k141_1954196	0	0	0	0	1	0
EK2_k141_1954405	0	0	0	0	1	0
EK2_k141_1955661	0	1	0	0	1	0
EK2_k141_1955832	0	1	0	0	1	1
EK2_k141_1956076	0	0	0	0	1	0
EK2_k141_1956103	0	0	0	0	1	0
EK2_k141_1957071	0	0	0	0	1	0
EK2_k141_1957361	0	0	0	0	1	0
EK2_k141_1957461	0	0	0	0	1	0
EK2_k141_1959115	0	0	0	0	1	0
EK2_k141_1960108	0	0	0	0	1	0
EK2_k141_1960197	0	0	0	0	0	0
EK2_k141_1960832	0	0	0	0	1	0
EK2_k141_1961434	0	0	0	0	1	0
EK2_k141_1961892	0	0	0	0	1	0
EK2_k141_1962008	0	0	0	0	1	0
EK2_k141_1962668	0	0	0	0	1	0
EK2_k141_1962992	0	0	0	0	1	0
EK2_k141_1963337	0	0	0	0	1	0
EK2_k141_1964437	0	0	0	0	1	0
EK2_k141_196483	0	0	0	0	1	0
EK2_k141_1965350	0	0	0	0	1	0
EK2_k141_1965688	0	0	0	0	1	0
EK2_k141_1965771	0	0	0	0	0	0
EK2_k141_1966142	0	1	0	0	1	0
EK2_k141_1966391	0	0	0	0	1	0
EK2_k141_196642	0	0	0	0	1	0
EK2_k141_1968431	0	0	0	0	1	0
EK2_k141_1969703	0	0	0	0	1	0
EK2_k141_1971424	0	0	0	0	1	0
EK2_k141_1971728	0	0	0	0	1	0
EK2_k141_1971870	0	0	0	0	1	0
EK2_k141_1971915	0	0	0	0	1	0
EK2_k141_1972122	0	1	0	0	0	0
EK2_k141_1973256	0	0	0	0	1	0
EK2_k141_1973473	0	0	0	0	1	1
EK2_k141_1973676	0	0	0	0	1	0
EK2_k141_197447	0	0	0	0	1	0
EK2_k141_197462	0	0	0	0	1	0
EK2_k141_1974945	0	0	0	0	1	0
EK2_k141_1975048	0	0	0	0	1	0
EK2_k141_1975058	0	0	0	0	1	0
EK2_k141_1975391	0	0	0	0	1	1
EK2_k141_1975869	0	0	0	0	1	0
EK2_k141_1976532	0	0	0	0	1	0
EK2_k141_1976965	0	0	0	0	1	0
EK2_k141_1977299	0	1	0	0	1	0
EK2_k141_1977743	0	0	0	0	1	0
EK2_k141_1977864	0	0	0	0	1	0
EK2_k141_197919	0	0	0	0	1	0
EK2_k141_1979696	0	0	0	0	1	0
EK2_k141_1980519	0	0	0	0	1	0
EK2_k141_1981152	0	0	0	0	1	0
EK2_k141_1981565	0	0	0	0	1	0
EK2_k141_1982367	0	0	0	0	1	0
EK2_k141_19835	0	0	0	0	1	0
EK2_k141_1984710	0	0	0	0	1	0
EK2_k141_1985464	0	0	0	0	1	0
EK2_k141_198566	0	0	0	0	1	0
EK2_k141_198672	0	0	0	0	1	0
EK2_k141_1987570	0	0	0	0	1	0
EK2_k141_1987738	0	0	0	0	1	0
EK2_k141_1988353	0	0	0	0	1	0
EK2_k141_1988532	0	0	0	0	1	0
EK2_k141_1988678	0	0	0	0	1	0
EK2_k141_1991005	0	0	0	0	1	0
EK2_k141_199119	0	0	0	0	1	0
EK2_k141_1991697	0	0	0	0	1	0
EK2_k141_1994053	0	0	0	0	1	0
EK2_k141_1994089	0	0	0	0	1	0
EK2_k141_1994836	0	0	0	0	1	0
EK2_k141_1995026	0	0	0	0	1	0
EK2_k141_1995821	0	0	0	0	1	0
EK2_k141_1995894	0	0	0	0	1	0
EK2_k141_1996213	0	1	0	0	1	1
EK2_k141_1996828	0	0	0	0	0	0
EK2_k141_1997764	0	0	0	0	1	0
EK2_k141_199815	0	1	0	0	1	0
EK2_k141_1998661	0	0	0	0	1	0
EK2_k141_1999259	0	0	0	0	1	0
EK2_k141_1999474	0	1	0	0	1	1
EK2_k141_1999768	0	0	0	0	1	0
EK2_k141_1999818	0	0	0	0	1	0
EK2_k141_20013	0	0	0	0	1	0
EK2_k141_2001467	0	1	0	0	1	0
EK2_k141_2001504	0	0	0	0	1	0
EK2_k141_200171	0	0	0	0	1	0
EK2_k141_2001783	0	0	0	0	1	0
EK2_k141_2002071	0	0	0	0	1	0
EK2_k141_2002137	0	0	0	0	1	0
EK2_k141_2003204	0	0	0	0	1	0
EK2_k141_2003483	0	0	0	0	1	0
EK2_k141_2003832	0	0	0	0	1	0
EK2_k141_2004085	0	0	0	0	1	0
EK2_k141_2004400	0	0	0	0	1	0
EK2_k141_2004761	0	0	0	0	1	0
EK2_k141_2005038	0	0	0	0	1	0
EK2_k141_2005749	0	0	0	0	1	0
EK2_k141_2005942	0	0	0	0	1	0
EK2_k141_2006057	0	0	0	0	1	0
EK2_k141_2006079	0	0	0	0	1	0
EK2_k141_2006440	0	0	0	0	1	0
EK2_k141_2006551	0	0	0	0	0	0
EK2_k141_2008480	0	0	0	0	1	0
EK2_k141_2008608	0	0	0	0	1	0
EK2_k141_2009071	0	0	0	0	1	0
EK2_k141_2010389	0	0	0	0	1	0
EK2_k141_2010703	0	0	0	0	1	0
EK2_k141_2010709	0	0	0	0	1	0
EK2_k141_2011207	0	1	0	0	1	0
EK2_k141_201125	0	0	0	0	1	1
EK2_k141_201128	0	0	0	0	1	0
EK2_k141_2011551	0	1	0	0	1	1
EK2_k141_2011592	0	0	0	0	1	0
EK2_k141_2012121	0	0	0	0	1	0
EK2_k141_2013076	0	0	0	0	1	0
EK2_k141_2013328	0	1	0	0	1	1
EK2_k141_2013370	0	0	0	0	1	0
EK2_k141_2013554	0	1	0	0	1	1
EK2_k141_2014405	0	0	0	0	1	0
EK2_k141_2014740	0	0	0	0	1	0
EK2_k141_2015061	0	0	0	0	1	0
EK2_k141_2015106	0	0	0	0	1	0
EK2_k141_2016433	0	0	0	0	1	0
EK2_k141_2016857	0	0	0	0	1	0
EK2_k141_2017356	0	0	0	0	1	0
EK2_k141_2017397	0	0	0	0	0	0
EK2_k141_201740	0	0	0	0	1	0
EK2_k141_2018802	0	1	0	0	1	1
EK2_k141_2018839	0	0	0	0	1	0
EK2_k141_2018916	0	0	0	0	1	0
EK2_k141_2019363	0	0	0	0	1	0
EK2_k141_2019691	0	0	0	0	1	0
EK2_k141_202005	0	0	0	0	1	0
EK2_k141_2020381	0	0	0	0	1	0
EK2_k141_2020536	0	0	0	0	1	0
EK2_k141_2020668	0	0	0	0	1	0
EK2_k141_2020681	0	0	0	0	1	0
EK2_k141_202114	0	0	0	0	1	1
EK2_k141_2021141	0	0	0	0	1	0
EK2_k141_2021321	0	0	0	0	1	0
EK2_k141_2022655	0	0	0	0	1	0
EK2_k141_2023218	0	0	0	0	1	0
EK2_k141_2024802	0	1	0	0	1	1
EK2_k141_2025521	0	1	0	0	1	0
EK2_k141_2025665	0	0	0	0	1	0
EK2_k141_2026873	0	1	0	0	1	0
EK2_k141_2027251	0	0	0	0	1	0
EK2_k141_2027519	0	0	0	0	0	0
EK2_k141_2027790	0	0	0	0	1	0
EK2_k141_2027834	0	0	0	0	1	0
EK2_k141_2027955	0	0	0	0	1	0
EK2_k141_202842	0	0	0	0	1	0
EK2_k141_2028523	0	0	0	0	1	0
EK2_k141_2029164	0	0	0	0	1	0
EK2_k141_2029165	0	0	0	0	1	0
EK2_k141_2029424	0	0	0	0	1	0
EK2_k141_2029790	0	0	0	0	1	0
EK2_k141_2031163	0	0	0	0	1	0
EK2_k141_2031275	0	0	0	0	1	0
EK2_k141_2031921	0	0	0	0	1	0
EK2_k141_2032383	0	0	0	0	1	0
EK2_k141_2033118	0	0	0	0	1	0
EK2_k141_2033205	0	0	0	0	1	0
EK2_k141_2034426	0	0	0	0	1	0
EK2_k141_2035523	0	0	0	0	0	0
EK2_k141_2036209	0	0	0	0	1	0
EK2_k141_203665	0	0	0	0	1	0
EK2_k141_2037499	0	0	0	0	1	0
EK2_k141_203874	0	0	0	0	1	0
EK2_k141_2039082	0	0	0	0	1	0
EK2_k141_2039889	0	0	0	0	1	0
EK2_k141_2040446	0	0	0	0	1	0
EK2_k141_2040710	0	0	0	0	1	0
EK2_k141_2040751	0	0	0	0	1	0
EK2_k141_2041252	0	0	0	0	1	0
EK2_k141_204197	0	0	0	0	1	0
EK2_k141_2042327	0	0	0	0	1	0
EK2_k141_2042615	0	0	0	0	1	0
EK2_k141_2042943	0	0	0	0	1	0
EK2_k141_2043137	0	0	0	0	1	0
EK2_k141_2043575	0	0	0	0	1	0
EK2_k141_2044008	0	0	0	0	1	0
EK2_k141_2044500	0	0	0	0	1	0
EK2_k141_2045153	0	0	0	0	1	0
