Contig	EFP1	EFP2	EFP3	EFP4	EK1	EK2	EK3	EK4	EHH1	EHH2	EHH3	EHH4	BM1	BM2	BM3	BM4	GS1	GS2	GS3	GS4	GN1
EHH1_k141_280558	2	2	0	0	2	4	11	0	14	0	8	0	0	0	0	0	0	0	0	0	0
EHH1_k141_28056	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2805894	0	0	0	0	0	0	0	0	14	0	0	2	0	0	0	0	0	0	0	0	0
EHH1_k141_2806493	0	0	6	1	0	0	0	0	42	44	2	36	0	0	0	0	0	0	0	0	0
EHH1_k141_2806497	0	0	0	42	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2807111	0	2	2	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2807261	0	3	2	0	0	0	0	0	14	2	8	2	0	0	0	0	0	0	0	0	0
EHH1_k141_2807313	0	16	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2807459	3	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_280751	0	0	0	1	1	0	0	0	14	2	2	4	0	0	0	0	0	0	0	0	0
EHH1_k141_2807567	12	9	15	3	0	0	5	0	16	1	0	1	0	0	0	0	0	0	0	0	0
EHH1_k141_2807595	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2807675	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2807824	2	0	4	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2808056	10	16	12	7	0	0	8	0	172	22	18	4	0	0	0	0	0	0	0	0	0
EHH1_k141_2808099	4	0	0	2	0	0	0	0	22	14	30	26	0	0	0	0	0	0	0	0	0
EHH1_k141_2808188	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2808445	0	0	2	1	0	0	0	0	4	8	0	2	0	0	0	0	0	0	0	0	0
EHH1_k141_2808700	0	0	0	0	0	0	0	0	4	1	5	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2808829	2	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2808885	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2809174	0	0	4	6	0	0	0	0	9	6	1	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2809200	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2809279	0	0	0	0	0	0	0	0	42	7	0	2	0	0	0	0	0	0	0	0	0
EHH1_k141_2809396	0	0	2	0	0	0	0	0	10	0	12	3	0	0	0	0	0	0	0	0	0
EHH1_k141_2809442	78	1	6	16	0	0	0	0	76	10	4	28	0	0	0	0	0	0	0	0	0
EHH1_k141_2809607	103	69	254	144	0	41	86	167	51	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2809813	0	0	0	0	0	0	0	0	8	6	48	8	0	0	0	0	0	0	0	0	0
EHH1_k141_2809883	1	0	0	0	2	2	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2810006	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0
EHH1_k141_281001	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2810052	1	7	2	9	0	0	2	0	15	14	8	7	0	0	0	0	0	0	0	0	0
EHH1_k141_2810090	4	0	12	2	0	0	0	0	77	35	10	3	0	0	0	0	0	0	0	0	0
EHH1_k141_2810584	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2810605	0	0	2	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2811017	13	5	2	16	0	2	10	1	74	24	13	12	0	0	0	0	0	0	0	0	0
EHH1_k141_2811166	0	0	0	0	0	0	0	0	16	0	0	5	0	0	0	0	0	0	0	0	0
EHH1_k141_2811222	6	0	0	2	2	0	3	0	28	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2811382	3	0	4	0	0	0	0	0	12	6	7	6	0	0	0	0	0	0	0	0	0
EHH1_k141_2811533	10	1	6	9	0	4	2	0	14	3	0	15	0	0	0	0	0	0	0	0	0
EHH1_k141_2811709	0	0	1	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2811724	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2811774	6	0	22	0	2	0	0	0	16	37	34	43	0	0	0	0	0	0	0	0	0
EHH1_k141_2811887	0	4	16	5	2	0	0	0	55	78	20	25	0	0	0	0	0	0	0	0	0
EHH1_k141_2811989	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2812422	78	72	69	63	0	2	0	0	593	47	32	94	0	0	0	0	0	0	0	0	0
EHH1_k141_2812855	0	2	2	2	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2812930	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2813227	8	0	7	1	0	0	0	0	127	14	0	67	0	0	0	0	0	0	0	0	0
EHH1_k141_2813305	12	0	1	0	0	0	0	0	35	4	23	2	0	0	0	0	0	0	0	0	0
EHH1_k141_2813324	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2813330	2	0	15	0	0	0	0	0	44	24	0	2	0	0	0	0	0	0	0	0	0
EHH1_k141_2813412	4	2	6	4	0	0	0	0	17	15	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2813533	4	14	8	18	0	0	0	0	33	0	34	2	0	0	0	0	0	0	0	0	0
EHH1_k141_281369	8	5	2	4	0	0	4	0	18	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2813740	0	0	0	0	0	0	2	0	2	7	4	0	0	0	0	0	0	0	0	0	0
EHH1_k141_281385	29	37	41	16	0	0	0	0	251	218	39	30	0	0	0	0	0	0	0	0	0
EHH1_k141_2814115	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2814127	0	0	1	0	0	0	0	0	9	3	4	3	0	0	0	0	0	0	0	0	0
EHH1_k141_2814251	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2814348	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2814822	0	0	0	2	0	0	0	0	16	2	0	2	0	0	0	0	0	0	0	0	0
EHH1_k141_2814906	9	4	12	0	0	0	0	0	21	4	2	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2814957	0	0	0	0	0	0	0	0	47	0	17	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2815084	0	0	6	1	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2815369	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2815545	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2815707	1	0	5	0	0	0	0	0	61	29	32	24	0	0	0	0	0	0	0	0	0
EHH1_k141_2815718	0	2	4	0	0	0	0	0	20	14	13	24	0	0	0	0	0	0	0	0	0
EHH1_k141_2816004	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2816861	0	0	2	0	0	0	0	0	122	0	0	48	0	0	0	0	0	0	0	0	0
EHH1_k141_2816926	0	0	0	0	0	0	0	0	6	0	2	2	0	0	0	0	0	0	0	0	0
EHH1_k141_2816968	0	0	0	0	0	0	0	0	12	1	0	2	0	0	0	0	0	0	0	0	0
EHH1_k141_2817025	0	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2817097	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0
EHH1_k141_2817121	0	6	0	4	0	0	1	0	20	4	0	3	0	0	0	0	0	0	0	0	0
EHH1_k141_2817133	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2817294	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2817425	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2817576	0	2	0	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0
EHH1_k141_2817581	0	0	0	1	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2817675	0	12	0	6	0	0	0	0	4	2	0	4	0	0	0	0	0	0	0	0	0
EHH1_k141_2817725	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2817791	0	0	0	0	0	0	0	0	15	4	9	4	0	0	0	0	0	0	0	0	0
EHH1_k141_2817854	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2817933	15	5	4	10	4	2	2	11	42	7	10	12	0	0	0	0	0	0	0	0	0
EHH1_k141_2818826	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2818892	0	1	1	8	13	12	5	2	6	5	0	6	0	0	0	0	0	0	0	0	0
EHH1_k141_2819015	0	0	0	0	0	0	0	0	25	5	1	4	0	0	0	0	0	0	0	0	0
EHH1_k141_2819248	0	0	0	0	0	0	0	0	6	0	8	3	0	0	0	0	0	0	0	0	0
EHH1_k141_2819284	0	10	2	2	0	0	0	0	19	2	6	4	0	0	0	0	0	0	0	0	0
EHH1_k141_2819324	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2819404	0	0	0	0	0	0	0	0	21	2	1	14	0	0	0	0	0	0	0	0	0
EHH1_k141_2819483	0	0	0	0	0	0	0	0	16	23	10	6	0	0	0	0	0	0	0	0	0
EHH1_k141_281953	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2819600	1	0	0	0	0	0	0	0	49	7	6	6	0	0	0	0	0	0	0	0	0
EHH1_k141_2819925	0	0	0	2	0	0	0	0	9	0	0	7	0	0	0	0	0	0	0	0	0
EHH1_k141_2820138	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2820310	0	1	0	8	0	0	0	0	12	6	41	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2820351	0	4	2	0	0	2	4	2	6	0	2	2	0	0	0	0	0	0	0	0	0
EHH1_k141_2820605	0	1	2	0	0	0	0	0	17	9	0	2	0	0	0	0	0	0	0	0	0
EHH1_k141_2820973	4	0	4	4	0	0	1	0	22	2	5	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2820980	0	0	0	0	0	0	0	0	8	16	38	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2821093	26	2	0	6	14	26	0	1	48	362	15	7	0	0	0	0	0	0	0	0	0
EHH1_k141_282112	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2821327	2	1	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0
EHH1_k141_2821492	2	0	0	2	0	0	0	2	18	6	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2821527	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2821563	5	3	4	12	0	0	0	0	66	12	0	9	0	0	0	0	0	0	0	0	0
EHH1_k141_2821665	0	2	2	0	0	0	0	0	12	6	6	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2821694	0	0	0	0	0	0	0	0	8	4	0	15	0	0	0	0	0	0	0	0	0
EHH1_k141_2821736	2	6	0	0	0	0	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0
EHH1_k141_2821814	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2821882	0	0	2	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2821925	0	0	2	0	0	0	0	0	16	2	4	6	0	0	0	0	0	0	0	0	0
EHH1_k141_2822003	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_282202	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2822032	0	5	3	3	0	0	0	0	23	22	40	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2822049	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0
EHH1_k141_2822090	0	0	34	4	13	0	2	1	24	2	6	9	0	0	0	0	0	0	0	0	0
EHH1_k141_2822120	0	1	0	2	0	0	0	0	7	6	0	4	0	0	0	0	0	0	0	0	0
EHH1_k141_2822324	0	0	6	8	2	10	14	0	66	24	57	61	0	0	0	0	0	0	0	0	0
EHH1_k141_2822559	1	2	17	14	0	0	0	0	14	14	0	13	0	0	0	0	0	0	0	0	0
EHH1_k141_2822579	0	0	0	2	0	0	1	0	17	1	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2822600	3	6	0	11	16	20	0	0	19	2	0	106	0	0	0	0	0	0	0	0	0
EHH1_k141_2822732	2	2	3	2	0	0	0	0	26	4	4	7	0	0	0	0	0	0	0	0	0
EHH1_k141_2822852	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0
EHH1_k141_2822903	4	6	10	25	0	2	0	2	16	8	5	3	0	0	0	0	0	0	0	0	0
EHH1_k141_2822906	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2822941	0	0	31	1	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2823594	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2823634	0	4	0	0	0	0	1	8	32	9	4	2	0	0	0	0	0	0	0	0	0
EHH1_k141_2823645	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2823841	27	4	0	4	0	6	0	1	18	3	6	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2823976	5	10	4	10	2	0	0	0	7	5	22	8	0	0	0	0	0	0	0	0	0
EHH1_k141_2823996	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2824040	0	2	0	0	0	0	0	0	13	0	4	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2824137	0	0	0	0	0	0	0	0	24	14	1	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2824198	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_282420	7	0	0	0	0	0	0	0	21	3	0	1	0	0	0	0	0	0	0	0	0
EHH1_k141_2824565	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2824620	1	1	6	2	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2824659	2	0	15	0	0	0	0	0	112	63	221	95	0	0	0	0	0	0	0	0	0
EHH1_k141_2824695	10	4	2	4	0	0	0	0	22	13	16	5	0	0	0	0	0	0	0	0	0
EHH1_k141_2824971	3	0	2	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2825034	35	55	53	121	6	8	10	0	34	19	4	33	0	0	0	0	0	0	0	0	0
EHH1_k141_282509	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2825293	0	0	0	0	0	0	0	0	6	0	2	2	0	0	0	0	0	0	0	0	0
EHH1_k141_2825352	0	0	0	0	1	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2825393	0	1	13	1	15	4	2	0	24	6	14	17	0	0	0	0	0	0	0	0	0
EHH1_k141_2825481	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2825570	0	0	3	0	0	0	0	0	12	1	0	4	0	0	0	0	0	0	0	0	0
EHH1_k141_2825603	17	14	8	6	2	0	2	0	29	4	0	16	0	0	0	0	0	0	0	0	0
EHH1_k141_282567	4	0	4	0	0	0	0	0	8	2	5	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2826028	0	0	0	0	1	0	0	0	18	0	1	8	0	0	0	0	0	0	0	0	0
EHH1_k141_2826060	0	1	0	0	0	0	0	0	29	9	1	2	0	0	0	0	0	0	0	0	0
EHH1_k141_2826253	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2826296	0	0	0	0	0	0	2	0	27	9	0	1	0	0	0	0	0	0	0	0	0
EHH1_k141_2826347	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_282635	2	0	4	1	0	0	2	5	14	7	0	2	0	0	0	0	0	0	0	0	0
EHH1_k141_2826646	0	0	0	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2826769	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2826827	2	1	0	5	0	0	0	2	8	0	0	2	0	0	0	0	0	0	0	0	0
EHH1_k141_282689	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2826940	0	2	0	0	0	0	0	0	12	4	2	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2826954	0	4	2	0	0	0	0	0	9	4	29	10	0	0	0	0	0	0	0	0	0
EHH1_k141_2827036	2	0	4	0	0	0	0	0	13	0	27	2	0	0	0	0	0	0	0	0	0
EHH1_k141_2827094	0	4	2	0	0	0	0	0	12	4	4	4	0	0	0	0	0	0	0	0	0
EHH1_k141_2827243	39	4	4	3	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2827559	0	3	0	0	0	0	0	0	73	4	15	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2828183	0	0	0	0	0	0	0	0	6	6	4	6	0	0	0	0	0	0	0	0	0
EHH1_k141_2828275	0	4	2	0	0	0	0	0	20	2	0	4	0	0	0	0	0	0	0	0	0
EHH1_k141_282851	0	0	4	0	0	0	4	0	8	3	6	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2828518	0	0	0	0	0	0	0	0	9	1	0	2	0	0	0	0	0	0	0	0	0
EHH1_k141_2828606	20	28	22	22	0	0	0	0	80	53	47	11	0	0	0	0	0	0	0	0	0
EHH1_k141_2828825	0	0	1	0	0	0	0	0	9	1	6	1	0	0	0	0	0	0	0	0	0
EHH1_k141_2828877	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2828987	0	2	2	0	9	0	4	14	8	8	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2829050	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2829617	0	4	2	4	1	0	0	0	123	164	174	285	0	0	0	0	0	0	0	0	0
EHH1_k141_2829919	0	0	0	0	0	0	0	0	23	4	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2829948	2	6	0	2	0	2	3	0	8	0	0	1	0	0	0	0	0	0	0	0	0
EHH1_k141_2830044	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_283026	6	0	4	2	0	0	0	0	70	79	100	94	0	0	0	0	0	0	0	0	0
EHH1_k141_2830335	0	0	2	0	0	0	0	0	9	25	0	7	0	0	0	0	0	0	0	0	0
EHH1_k141_2830425	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
EHH1_k141_2830574	0	0	0	0	0	0	0	0	17	14	12	6	0	0	0	0	0	0	0	0	0
EHH1_k141_2831034	0	0	0	0	0	0	0	0	10	2	2	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2831152	0	0	3	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0	0
EHH1_k141_2831188	0	0	2	0	0	0	0	0	18	0	0	0	0	0	0	0	4	7	5	2	0
EHH1_k141_2831192	3	2	4	0	0	0	0	0	28	9	6	6	0	0	0	0	0	0	0	0	0
EHH1_k141_283130	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2831372	0	1	0	0	0	0	0	0	8	0	5	6	0	0	0	0	0	0	0	0	0
EHH1_k141_2831438	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2831445	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2831488	4	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2831756	1	3	5	4	0	0	0	0	40	5	75	118	0	0	0	0	0	0	0	0	0
EHH1_k141_2831979	0	0	0	0	0	0	0	0	11	2	0	1	0	0	0	0	0	0	0	0	0
EHH1_k141_2832124	0	6	0	1	0	0	0	0	18	10	1	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2832148	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2832514	0	0	0	0	0	0	0	0	6	2	4	1	0	0	0	0	0	0	0	0	0
EHH1_k141_2832552	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2833089	2	5	2	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2833424	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2833597	0	0	0	0	0	0	0	0	53	2	0	13	0	0	0	0	0	0	0	0	0
EHH1_k141_2834408	5	1	2	8	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2834938	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2834985	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2835010	3	7	3	2	8	7	7	2	0	4	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2835082	0	0	0	0	0	0	0	0	11	2	23	4	0	0	0	0	0	0	0	0	0
EHH1_k141_2835202	14	4	20	4	0	0	0	0	25	52	17	2	0	0	0	0	0	0	0	0	0
EHH1_k141_2835242	0	0	4	0	0	0	0	0	23	23	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2835573	0	4	7	2	2	3	0	0	16	13	17	20	0	0	0	0	0	0	0	0	0
EHH1_k141_2835590	0	0	0	0	0	0	0	0	9	6	2	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2835854	7	0	10	0	0	0	0	0	84	10	4	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2836247	0	2	1	4	7	2	2	0	14	2	2	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2836923	0	2	9	0	0	0	0	0	16	22	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2837036	0	2	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2837348	6	0	29	0	0	0	0	0	375	597	785	372	0	0	0	0	0	0	0	0	0
EHH1_k141_283741	1	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0
EHH1_k141_2837448	0	0	0	0	0	0	0	0	7	0	22	1	0	0	0	0	0	0	0	0	0
EHH1_k141_2837515	0	0	0	0	0	0	0	0	11	0	0	7	0	0	0	0	0	0	0	0	0
EHH1_k141_2837604	2	0	0	0	0	0	0	0	12	5	6	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2837689	0	0	2	2	0	0	0	0	6	2	1	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2837794	0	0	0	0	0	0	0	0	11	0	13	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2837815	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2837935	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2837963	0	0	2	1	0	1	0	0	40	56	62	154	0	0	0	0	0	0	0	0	0
EHH1_k141_2838110	4	0	1	0	0	0	0	0	12	12	24	11	0	0	0	0	0	0	0	0	0
EHH1_k141_2838444	0	1	0	0	0	0	0	0	17	55	74	3	0	0	0	0	0	0	0	0	0
EHH1_k141_2838473	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_283866	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2838758	2	0	10	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2838939	0	2	2	0	0	0	0	0	19	0	3	14	0	0	0	0	0	0	0	0	0
EHH1_k141_2838942	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2839066	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2839099	0	0	2	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2839186	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2839252	8	3	4	3	0	0	0	0	31	6	10	4	0	0	0	0	0	0	0	0	0
EHH1_k141_2839428	28	6	33	4	0	0	0	0	276	508	759	353	0	0	0	0	0	0	0	0	0
EHH1_k141_2839710	2	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2839845	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2840038	0	4	3	8	0	0	0	0	8	15	9	4	0	0	0	0	0	0	0	0	0
EHH1_k141_2840058	3	6	3	10	2	1	0	0	6	3	2	2	0	0	0	0	0	0	0	0	0
EHH1_k141_284017	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2840296	13	35	12	31	8	12	8	9	15	21	34	14	0	0	0	0	0	0	0	0	0
EHH1_k141_284043	1	0	2	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2840454	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_28405	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2840888	0	0	0	0	0	0	0	0	12	1	1	4	0	0	0	0	0	0	0	0	0
EHH1_k141_2841239	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2841251	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2841383	0	4	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2841400	4	2	9	8	17	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2841618	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2841750	0	0	0	2	0	0	0	0	14	2	2	0	0	0	0	0	0	0	0	0	0
EHH1_k141_2841794	0	0	0	0	0	0	0	0	24	14	23	6	0	0	0	0	0	0	0	0	0
